(182 of 1654) FJ554265_uncultured_... 938 bp.	ITS1	ITS2			ITS1: 363-551	ITS2: 710-900	
(183 of 1654) FJ554264_uncultured_... 851 bp.	ITS1	ITS2			ITS1: 362-469	ITS2: 628-813	
(184 of 1654) FJ554263_uncultured_... 902 bp.	ITS1	ITS2			ITS1: 360-476	ITS2: 636-864	
(185 of 1654) FJ554261_uncultured_... 976 bp.	ITS1	ITS2			ITS1: 362-582	ITS2: 741-938	
(186 of 1654) FJ554260_uncultured_... 856 bp.	ITS1	ITS2			ITS1: 360-517	ITS2: 676-818	
(187 of 1654) FJ554259_uncultured_... 827 bp.	ITS1	ITS2			ITS1: 362-490	ITS2: 649-789	
(188 of 1654) FJ554258_uncultured_... 1002 bp.	ITS1	ITS2			ITS1: 363-566	ITS2: 726-964	
(189 of 1654) FJ554257_uncultured_... 916 bp.	ITS1	ITS2			ITS1: 363-529	ITS2: 689-878	
(190 of 1654) FJ554256_uncultured_... 915 bp.	ITS1	ITS2			ITS1: 361-524	ITS2: 683-877	
(191 of 1654) FJ554255_uncultured_... 899 bp.	ITS1	ITS2			ITS1: 360-475	ITS2: 635-861	
(192 of 1654) FJ554254_uncultured_... 905 bp.	ITS1	ITS2			ITS1: 363-529	ITS2: 689-867	
(193 of 1654) FJ554253_uncultured_... 915 bp.	ITS1	ITS2			ITS1: 362-521	ITS2: 680-877	
(194 of 1654) FJ554252_uncultured_... 865 bp.	ITS1	ITS2			ITS1: 362-521	ITS2: 680-827	
(195 of 1654) FJ554251_uncultured_... 1036 bp.	ITS1	ITS2			ITS1: 363-584	ITS2: 744-998	
(196 of 1654) FJ554250_uncultured_... 945 bp.	ITS1	ITS2			ITS1: 362-596	ITS2: 755-907	
(197 of 1654) FJ554249_uncultured_... 978 bp.	ITS1	ITS2			ITS1: 364-567	ITS2: 726-940	
(198 of 1654) FJ554248_uncultured_... 863 bp.	ITS1	ITS2			ITS1: 362-519	ITS2: 678-825	
(199 of 1654) FJ554247_uncultured_... 1002 bp.	ITS1	ITS2			ITS1: 363-566	ITS2: 726-964	
(200 of 1654) FJ554246_uncultured_... 976 bp.	ITS1	ITS2			ITS1: 362-582	ITS2: 741-938	
(201 of 1654) FJ554245_uncultured_... 958 bp.	ITS1	ITS2			ITS1: 363-601	ITS2: 760-920	
(202 of 1654) FJ554244_uncultured_... 865 bp.	ITS1	ITS2			ITS1: 362-529	ITS2: 688-827	
(203 of 1654) FJ554243_uncultured_... 930 bp.	ITS1	ITS2			ITS1: 363-544	ITS2: 704-892	
(204 of 1654) FJ554242_uncultured_... 839 bp.	ITS1	ITS2			ITS1: 362-495	ITS2: 654-801	
(205 of 1654) FJ554241_uncultured_... 941 bp.	ITS1	ITS2			ITS1: 365-555	ITS2: 715-903	
(206 of 1654) FJ554240_uncultured_... 946 bp.	ITS1	ITS2			ITS1: 364-514	ITS2: 673-908	
(207 of 1654) FJ554239_uncultured_... 1006 bp.	ITS1	ITS2			ITS1: 363-601	ITS2: 760-968	
(208 of 1654) FJ554238_uncultured_... 906 bp.	ITS1	ITS2			ITS1: 362-549	ITS2: 708-868	
(209 of 1654) FJ554236_uncultured_... 937 bp.	ITS1	ITS2			ITS1: 363-551	ITS2: 710-899	
(210 of 1654) FJ554235_uncultured_... 905 bp.	ITS1	ITS2			ITS1: 363-526	ITS2: 685-867	
(211 of 1654) FJ554233_uncultured_... 866 bp.	ITS1	ITS2			ITS1: 362-522	ITS2: 681-828	
(212 of 1654) FJ554232_uncultured_... 976 bp.	ITS1	ITS2			ITS1: 362-582	ITS2: 741-938	
(213 of 1654) FJ554231_uncultured_... 976 bp.	ITS1	ITS2			ITS1: 362-560	ITS2: 720-938	
(214 of 1654) FJ554230_uncultured_... 906 bp.	ITS1	ITS2			ITS1: 362-549	ITS2: 708-868	
(215 of 1654) FJ554229_uncultured_... 941 bp.	ITS1	ITS2			ITS1: 364-555	ITS2: 715-903	
(216 of 1654) FJ554228_uncultured_... 898 bp.	ITS1	ITS2			ITS1: 360-475	ITS2: 635-860	
(217 of 1654) FJ554227_uncultured_... 943 bp.	ITS1	ITS2			ITS1: 364-550	ITS2: 710-905	
(218 of 1654) FJ554226_uncultured_... 1002 bp.	ITS1	ITS2			ITS1: 363-566	ITS2: 726-964	
(219 of 1654) FJ554225_uncultured_... 891 bp.	ITS1	ITS2			ITS1: 362-534	ITS2: 693-853	
(220 of 1654) FJ554224_uncultured_... 868 bp.	ITS1	ITS2			ITS1: 360-512	ITS2: 671-830	
(221 of 1654) FJ554223_uncultured_... 918 bp.	ITS1	ITS2			ITS1: 363-525	ITS2: 684-880	
(222 of 1654) FJ554222_uncultured_... 862 bp.	ITS1	ITS2			ITS1: 362-516	ITS2: 675-824	
(223 of 1654) FJ554221_uncultured_... 906 bp.	ITS1	ITS2			ITS1: 362-549	ITS2: 708-868	
(224 of 1654) FJ554220_uncultured_... 862 bp.	ITS1	ITS2			ITS1: 362-519	ITS2: 678-824	
(225 of 1654) FJ554219_uncultured_... 934 bp.	ITS1	ITS2			ITS1: 362-577	ITS2: 736-896	
(226 of 1654) FJ554218_uncultured_... 906 bp.	ITS1	ITS2			ITS1: 362-549	ITS2: 708-868	
(227 of 1654) FJ554217_uncultured_... 1004 bp.	ITS1	ITS2			ITS1: 362-600	ITS2: 759-966	
(228 of 1654) FJ554216_uncultured_... 1025 bp.	ITS1	ITS2			ITS1: 363-580	ITS2: 739-987	
(229 of 1654) FJ554215_uncultured_... 952 bp.	ITS1	ITS2			ITS1: 362-558	ITS2: 718-914	
(230 of 1654) FJ554214_uncultured_... 1302 bp.	ITS1	ITS2			ITS1: 699-859	ITS2: 1018-1264	
(231 of 1654) FJ554213_uncultured_... 875 bp.	ITS1	ITS2			ITS1: 362-530	ITS2: 689-837	
(232 of 1654) FJ554212_uncultured_... 955 bp.	ITS1	ITS2			ITS1: 362-563	ITS2: 722-917	
(233 of 1654) FJ554211_uncultured_... 828 bp.	ITS1	ITS2			ITS1: 360-473	ITS2: 633-790	
(234 of 1654) FJ554210_uncultured_... 906 bp.	ITS1	ITS2			ITS1: 363-536	ITS2: 696-868	
(235 of 1654) FJ554209_uncultured_... 968 bp.	ITS1	ITS2			ITS1: 362-563	ITS2: 722-930	
(236 of 1654) FJ554208_uncultured_... 899 bp.	ITS1	ITS2			ITS1: 362-553	ITS2: 712-861	
(237 of 1654) FJ554207_uncultured_... 977 bp.	ITS1	ITS2			ITS1: 362-560	ITS2: 720-939	
(238 of 1654) FJ554206_uncultured_... 998 bp.	ITS1	ITS2			ITS1: 363-555	ITS2: 714-960	
(239 of 1654) FJ554205_uncultured_... 998 bp.	ITS1	ITS2			ITS1: 363-581	ITS2: 740-960	
(240 of 1654) FJ554204_uncultured_... 995 bp.	ITS1	ITS2			ITS1: 362-572	ITS2: 731-957	
